Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,FCF,GROWTH_Q-1_in_percent,REV_GROWTH_Q-1_in_percent,Treated,After
SKLT.JK,2019Q2,Food Producers,1.626114202,3.556776425,7.98533E+11,4.07215E+11,10311482670,-10.47198951,-0.338526503,0,0
SMDM.JK,2019Q2,Real Estate Investment and Services Development,0.743036216,0.513539158,3.18161E+12,1.40165E+12,23690884320,-23.6519196,-2.477925768,1,0
SMGR.JK,2019Q2,Construction and Materials,0.31352895,0.704057862,7.69832E+13,4.67037E+13,5.29192E+11,-12.24327678,1.192122515,0,0
SMSM.JK,2019Q2,Automobiles and Parts,4.176188418,5.549349019,2.79858E+12,8.66818E+11,1.17355E+11,-13.75957391,-1.062907893,1,0
SOCI.JK,2019Q2,Industrial Transportation,0.551949328,1.138743592,9.75347E+12,4.94401E+12,1.65222E+11,-24.89430664,-8.563757603,1,0
SPTO.JK,2019Q2,Retailers,1.610951859,3.32488223,2.66546E+12,1.47703E+12,69844197760,1.853506705,-20.43894801,1,0
SRIL.JK,2019Q2,Personal Goods,2.031630698,5.287656544,1.98848E+13,1.21904E+13,1.85671E+11,14.74870264,16.20846744,1,0
SRTG.JK,2019Q2,Investment Banking and Brokerage Services,9.244651386,11.57720699,2.30512E+13,4.51432E+12,2.04282E+12,71.47331264,62.76636228,1,0
SSTM.JK,2019Q2,Personal Goods,-0.001421902,-0.003571856,5.37498E+11,3.36572E+11,5628647890,-149.643251,6.39078105,1,0
TAMU.JK,2019Q2,Industrial Transportation,-0.71396097,-1.416760899,1.38618E+12,6.99817E+11,8268826800,-22.58710493,-0.361123619,1,0
TBMS.JK,2019Q2,Industrial Metals and Mining,0.814050915,3.336059067,2.40564E+12,1.77498E+12,25635038750,-21.96794929,-9.775842283,1,0
TCID.JK,2019Q2,Personal Goods,0.902408031,1.153757645,2.50993E+12,5.8479E+11,90197997040,831.3613917,-4.757320071,1,0
TELE.JK,2019Q2,Telecommunications Equipment,0.149853874,0.31781001,8.33909E+12,4.30188E+12,1.35622E+11,-11.52674246,-22.885521,0,0
TFCO.JK,2019Q2,Chemicals,-0.004500139,-0.004887154,4.49045E+12,3.90254E+11,31643123850,61.89613751,-10.67201977,0,0
TGKA.JK,2019Q2,"Personal Care, Drug and Grocery Stores",3.523692465,8.662419108,2.83751E+12,1.92396E+12,1.10949E+11,13.86591988,-23.7842072,0,0
TIFA.JK,2019Q2,Finance and Credit Services,0.663080047,2.611220065,1.34E+12,9.84781E+11,8763448000,1.321562651,1.315775329,0,0
TKIM.JK,2019Q2,Industrial Materials,1.908094816,4.354632341,4.24199E+13,2.37566E+13,9.22642E+11,20.7054905,-12.48395867,1,0
TLKM.JK,2019Q2,Telecommunications Service Providers,3.217037327,4.876995032,2.15699E+14,1.14003E+14,9.36E+12,27.92725726,-0.961538462,0,0
TNCA.JK,2019Q2,Industrial Transportation,0.668101535,0.786805494,47600813640,7330475990,495688960,-72.9171172,3.480267057,1,0
TOBA.JK,2019Q2,"Oil, Gas and Coal",2.559190007,3.510772901,7.36159E+12,4.70739E+12,1.16445E+11,-49.13433118,9.242815109,0,0
TPMA.JK,2019Q2,Industrial Transportation,1.223725586,1.783584811,1.55225E+12,5.07399E+11,13955500000,-21.13009815,-1.057472886,1,0
TRIM.JK,2019Q2,Investment Banking and Brokerage Services,1.009190384,1.959727214,1.68005E+12,8.54802E+11,18361065000,-3.835069471,-2.255995791,1,0
TRUS.JK,2019Q2,Investment Banking and Brokerage Services,1.800504517,1.956331751,3.00505E+11,24120510450,5247117460,8.262512829,18.33360978,1,0
TSPC.JK,2019Q2,Pharmaceuticals and Biotechnology,1.588278645,2.397001903,8.06481E+12,2.7584E+12,2.06271E+11,49.02266624,-1.792173681,0,0
TURI.JK,2019Q2,Retailers,2.37797619,3.993534198,6.29824E+12,2.57315E+12,1.79869E+11,17.43828479,-9.843857846,1,0
ULTJ.JK,2019Q2,Food Producers,3.476990591,4.176527701,6.17534E+12,1.1451E+12,1.79342E+11,-31.06153921,8.135861864,0,0
UNIC.JK,2019Q2,Chemicals,0.576810679,0.962191029,3.1211E+12,9.18965E+11,22169731350,256.2364846,-19.29327986,0,0
UNIT.JK,2019Q2,Investment Banking and Brokerage Services,-0.022568124,0.002509067,4.20833E+11,2.92165E+11,5328467240,11.22446773,-28.2660156,1,0
UNTR.JK,2019Q2,Industrial Engineering,2.182048976,4.699021112,1.18272E+14,6.34717E+13,2.92013E+12,-14.41448439,-8.502104739,1,0
VICO.JK,2019Q2,Investment Banking and Brokerage Services,0.072473968,0.724877192,2.9753E+13,2.70822E+13,38051824000,41.36510099,6.423984943,1,0
WAPO.JK,2019Q2,Food Producers,-1.03080623,-1.263163262,1.02245E+11,9533743440,831124690,-103.714009,310.2411649,0,0
WEGE.JK,2019Q2,Construction and Materials,1.855259863,4.786647435,5.74135E+12,3.35365E+12,75797141680,-57.45431029,8.729376917,0,0
WINS.JK,2019Q2,Industrial Transportation,-1.080997746,-1.714169939,3.76709E+12,1.72946E+12,31439142500,28.73686901,14.46710234,1,0
WOMF.JK,2019Q2,Finance and Credit Services,0.407565226,2.962394468,8.36076E+12,7.16853E+12,36492000000,-0.582845664,-2.7641418,0,0
WOOD.JK,2019Q2,Household Goods and Home Construction,1.352118623,2.500573249,4.8679E+12,1.99856E+12,92475847660,-33.1866956,-1.728547698,0,0
WSBP.JK,2019Q2,Construction and Materials,0.614917766,1.135438798,1.47021E+13,6.44843E+12,2.51061E+11,62.17272729,-26.30359892,0,0
WTON.JK,2019Q2,Construction and Materials,1.084933854,3.158337834,8.84762E+12,5.61916E+12,25610380290,-57.40388198,3.88501433,0,0
YPAS.JK,2019Q2,Chemicals,-0.714192546,-1.91389745,3.01324E+11,2.07531E+11,2878382480,-98.03319509,-24.68084351,0,0
