Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,Treated,After,TA_lag,Total Liabilities_lag
FMII.JK,2019Q2,Personal Goods,-0.529530775,-1,919263920310,297380156160,202.5646978,118.4664013,1,0,9.3135E+11,3.1798E+11
FORU.JK,2019Q2,Media,3.604967848,6,101057287870,38112980140,7.705881537,-42.03221182,1,0,1.05111E+11,45882862560
FPNI.JK,2019Q2,General Industrials,0.233897085,0,2488712000000,1253192460000,-150.7500548,-22.81958837,1,0,2.7137E+12,1.34106E+12
FREN.JK,2019Q2,Telecommunications Service Providers,-2.548542973,-6,25366734032550,13415904369680,-0.269756325,21.12722084,0,0,2.54391E+13,1.27657E+13
GAMA.JK,2019Q2,Real Estate Investment and Services Development,0.013410646,0,1387137004090,282336443320,-12.18728176,-44.92549287,1,0,1.38196E+12,2.73356E+11
GDST.JK,2019Q2,Industrial Metals and Mining,0.148979794,0,1513627294740,634808241490,193.8782472,36.08636015,1,0,1.53757E+12,4.55885E+11
GDYR.JK,2019Q2,Automobiles and Parts,-0.821454808,-2,1788765563750,1053281333750,-42.10579062,-9.005516387,1,0,1.77166E+12,1.01608E+12
GEMA.JK,2019Q2,Household Goods and Home Construction,0.118175233,0,1045672226270,679680932970,57.08182455,-37.57029224,0,0,1.06374E+12,5.61055E+11
GEMS.JK,2019Q2,"Oil, Gas and Coal",2.060225357,4,9923500811250,5290519174200,-49.89368126,5.418765372,0,0,1.00691E+13,5.55515E+12
GGRM.JK,2019Q2,Tobacco,2.909721231,4,66700099000000,22288499000000,13.81718938,13.82298486,1,0,6.56606E+13,1.81721E+13
GIAA.JK,2019Q2,Travel and Leisure,-2.871046319,-17,59734950250000,51129839068750,-511.4266042,10.42379013,1,0,6.12442E+13,4.98746E+13
GJTL.JK,2019Q2,Automobiles and Parts,-0.026458512,0,19302224000000,13292568000000,-15.85361209,9.216817832,1,0,2.00046E+13,1.39777E+13
GMTD.JK,2019Q2,Real Estate Investment and Services Development,0.96104051,2,1230676629310,448801464430,-46.97325435,-40.51180094,1,0,1.23711E+12,4.67097E+11
GOLD.JK,2019Q2,Retailers,0.820523139,2,252377091770,156006858080,5.745368666,8.566248953,1,0,2.39216E+11,1.45165E+11
GOLL.JK,2019Q2,Food Producers,-0.658255838,-2,2471198161230,1786891598230,-198.2509998,-45.82434661,0,0,2.44366E+12,1.77077E+12
GPRA.JK,2019Q2,Real Estate Investment and Services Development,0.403128435,0,1541004736120,543683705370,54.65380202,-4.660941379,1,0,1.53645E+12,5.66565E+11
GTBO.JK,2019Q2,"Oil, Gas and Coal",-5.473319133,-6,836898556250,118786078000,-193.4323846,59.78637654,0,0,9.09075E+11,1.31776E+11
GWSA.JK,2019Q2,Real Estate Investment and Services Development,0.325246844,0,7514134768010,644317044880,265.7637803,22.35479197,1,0,7.49078E+12,7.29885E+11
GZCO.JK,2019Q2,Food Producers,-4.062853799,-13,2777185000000,1938871000000,14.40842709,-55.66742449,0,0,2.86072E+12,1.8955E+12
HADE.JK,2019Q2,Investment Banking and Brokerage Services,-0.452576024,-1,72448872140,7491836790,-50.06281835,10.31889605,1,0,75976414230,7531929520
HDFA.JK,2019Q2,Finance and Credit Services,-4.017262322,-30,1244754972000,1059246027000,-116.1291749,-65.29509109,0,0,1.78521E+12,1.56846E+12
HDTX.JK,2019Q2,Industrial Materials,10.35462115,503,586940667000,394564590000,-98.30846946,-21.55553892,1,0,3.80653E+12,4.39258E+11
HERO.JK,2019Q2,Retailers,0.185710171,0,6233834000000,2293270000000,112.6178621,-4.967321878,1,0,6.0649E+12,2.12693E+12
HEXA.JK,2019Q2,Industrial Engineering,2.632902394,5,4841450111250,2322108472500,118.0085441,-0.635351351,1,0,4.92976E+12,2.51993E+12
HITS.JK,2019Q2,Industrial Transportation,2.296539405,10,3103588437300,2506210968300,1.404643946,26.71022208,1,0,2.83703E+12,2.28716E+12
HMSP.JK,2019Q2,Tobacco,6.98967116,10,43112611000000,14627986000000,11.63597142,3.431153499,1,0,5.65872E+13,1.7927E+13
HOKI.JK,2019Q2,Food Producers,3.789108806,5,832273353510,212081009130,5.477676227,20.00288457,0,0,8.01902E+11,1.9568E+11
HOME.JK,2019Q2,Travel and Leisure,-2.902372972,-4,281193747620,99192566030,-846.4457915,-59.14754085,1,0,2.90399E+11,87570432850
HOTL.JK,2019Q2,Travel and Leisure,0.02641413,0,1326095492220,893749717900,-73.25663905,-7.615799388,1,0,1.2702E+12,8.28554E+11
HRUM.JK,2019Q2,"Oil, Gas and Coal",1.637570718,2,6210696960000,1845827738750,-26.44678599,0.657736421,0,0,6.33881E+12,1.94E+12
IATA.JK,2019Q2,Travel and Leisure,-0.909296217,-2,927475608750,432606205200,143.4448176,-29.51666317,1,0,9.67599E+11,4.31849E+11
IBFN.JK,2019Q2,Finance and Credit Services,-0.868238455,-4,1745995929010,1509815569670,-13.26984781,-145.7241442,0,0,1.90316E+12,1.52715E+12
IBST.JK,2019Q2,Telecommunications Service Providers,0.321838047,0,7679088130520,2338772504500,16.79696948,23.11578978,0,0,7.59213E+12,2.50422E+12
ICBP.JK,2019Q2,Food Producers,3.549090006,5,37368164000000,13340232000000,13.96969282,13.52718373,0,0,3.64288E+13,1.27482E+13
ICON.JK,2019Q2,Real Estate Investment and Services Development,0.816825645,2,386696844080,235849806430,194.2786329,0.985662149,1,0,3.95969E+11,2.47426E+11
IDPR.JK,2019Q2,Construction and Materials,-0.131759707,0,1880776049040,699501730410,-22.18896339,10.63767424,0,0,1.92237E+12,7.04431E+11
IGAR.JK,2019Q2,General Industrials,2.23650432,3,594879235630,237787393140,-4.675704469,-8.314656207,1,0,5.9547E+11,2.24075E+11
IIKP.JK,2019Q2,Food Producers,-1.146584544,-1,292315304990,25003804020,4.745334247,18.49095523,0,0,2.94828E+11,24153317440
IKBI.JK,2019Q2,Electronic and Electrical Equipment,1.007525156,1,1332506890650,372920985450,-1.490656476,36.84956347,1,0,1.33802E+12,3.90124E+11
IMAS.JK,2019Q2,Automobiles and Parts,-0.457006362,-2,42936369054340,32796685724400,-2.359517136,11.66056976,1,0,4.20087E+13,3.2056E+13
IMJS.JK,2019Q2,Consumer Services,0.28030783,2,21000416590730,17893257442170,45.9519502,27.49577897,1,0,2.0001E+13,1.74517E+13
IMPC.JK,2019Q2,General Industrials,0.088707696,1,2399937185890,1283718281450,20.0496733,6.724105594,1,0,2.46229E+12,1.30712E+12
INAF.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.184450718,-1,1399847472100,927558118220,-70.83973423,-13.97937686,0,0,1.40198E+12,9.27105E+11
INAI.JK,2019Q2,Industrial Metals and Mining,0.931677813,4,1388936750140,1072057681960,-4.98083152,13.07381883,1,0,1.40068E+12,1.0968E+12
INCF.JK,2019Q2,Chemicals,0.300082875,1,526107802080,384695725840,-130.4793256,35.80598546,0,0,5.36669E+11,3.86425E+11
INCI.JK,2019Q2,Chemicals,0.57052423,1,378945920630,57666345110,-59.83818745,8.66225414,0,0,3.7947E+11,73079829750
INCO.JK,2019Q2,Precious Metals and Mining,-0.283173711,0,29798467250000,3549993875000,-124.4838634,-19.91082376,1,0,3.04537E+13,3.98049E+12
INDF.JK,2019Q2,Food Producers,1.331966957,3,97367672000000,62905053000000,3.87016607,5.830742513,0,0,9.80914E+13,6.29235E+13
INDR.JK,2019Q2,Personal Goods,0.314093674,1,10886011928750,5670503426250,-65.2006435,-2.277737048,1,0,1.11656E+13,5.72366E+12
INDS.JK,2019Q2,Automobiles and Parts,0.030540981,0,2516121829500,273274182590,-18.50913085,-18.59505072,1,0,2.48021E+12,2.98049E+11
INDY.JK,2019Q2,"Oil, Gas and Coal",0.151420674,0,50292434270000,37343877835000,-56.69160327,5.021626403,0,0,5.37239E+13,4.00771E+13
INKP.JK,2019Q2,Industrial Materials,0.836367204,2,124870861875000,70403007480000,-34.89447315,-3.626153349,1,0,1.25141E+14,7.15879E+13
INPP.JK,2019Q2,Real Estate Investment and Services Development,24.03172805,38,8179017844290,2996835820760,221.6006892,14.80660323,1,0,6.80883E+12,3.22232E+12
INRU.JK,2019Q2,Industrial Materials,-0.095450937,0,6554178345000,4137658980000,304.8555596,-31.44749928,1,0,5.91136E+12,3.46509E+12
INTD.JK,2019Q2,Leisure Goods,0.839682554,1,50267098370,11964219800,-81.56521214,5.741302676,1,0,53361883300,15494081960
INTP.JK,2019Q2,Construction and Materials,0.910484653,1,25852869000000,4016214000000,980.2623568,6.731058491,0,0,2.75435E+13,3.92523E+12
IPOL.JK,2019Q2,General Industrials,0.397373356,1,3959357421250,1890110203800,19.83385527,-4.299608552,1,0,4.13326E+12,1.96441E+12
ISAT.JK,2019Q2,Telecommunications Service Providers,-0.073142201,0,55862548000000,45022432000000,-7.831563479,16.22825709,0,0,5.56299E+13,4.47441E+13
ISSP.JK,2019Q2,Industrial Metals and Mining,0.467313803,1,6700157000000,3518010000000,33.10415448,10.43969247,1,0,6.45503E+12,3.57872E+12
ITMA.JK,2019Q2,"Oil, Gas and Coal",2.970949399,3,1955340276250,4177599750,64.02739173,-3.957299245,0,0,1.78968E+12,4289817600
ITMG.JK,2019Q2,"Oil, Gas and Coal",2.146462432,4,18704367375000,6139699625000,-32.67786122,0.6707126,0,0,2.09185E+13,8.73245E+12
JAWA.JK,2019Q2,Food Producers,-1.906303637,-12,3525979784660,3011921188600,-1005.113363,-1.597115392,0,0,3.50711E+12,2.9264E+12
JECC.JK,2019Q2,Technology Hardware & Equipment,1.393481229,5,1986383992000,1449007603000,-50.90206906,14.9285702,0,0,2.0751E+12,1.39402E+12
JGLE.JK,2019Q2,Travel and Leisure,-0.396018339,-1,3821810316720,1564468038760,-40.5291576,-11.30837261,1,0,3.84389E+12,1.57137E+12
JIHD.JK,2019Q2,Real Estate Investment and Services Development,0.294030534,0,6591969969000,3022358244000,-84.23536675,-7.833947526,1,0,6.65889E+12,2.97241E+12
JKON.JK,2019Q2,Construction and Materials,0.060681872,0,5061461289000,2406072280000,-85.70968846,12.74355513,0,0,4.90116E+12,2.28479E+12
JPFA.JK,2019Q2,Food Producers,2.446431817,5,25216487000000,15467540000000,-23.93337924,9.434595276,0,0,2.42365E+13,1.44151E+13
JRPT.JK,2019Q2,Real Estate Investment and Services Development,2.30989188,4,11026479576000,4475955284000,14.29121222,7.819310199,1,0,1.07907E+13,4.16078E+12
JSMR.JK,2019Q2,Industrial Transportation,0.519558885,3,89670610000000,72010616000000,19.93101152,-31.32908992,1,0,8.6188E+13,6.86824E+13
JSPT.JK,2019Q2,Travel and Leisure,0.12136732,0,5138712445000,2719237742000,-66.96597506,-45.658636,1,0,5.07579E+12,2.7029E+12
JTPE.JK,2019Q2,Industrial Support Services,2.699960624,4,1039405338160,432702023590,185.7609128,39.15207854,1,0,1.08717E+12,4.77004E+11
KAEF.JK,2019Q2,Pharmaceuticals and Biotechnology,0.331228564,1,16797529135000,9389227342530,-14.06875663,41.74986651,0,0,1.16471E+13,7.3373E+12
KBLI.JK,2019Q2,Electronic and Electrical Equipment,1.886946364,3,3064089466000,1204585517000,176.4803909,16.54009517,1,0,3.17937E+12,1.37733E+12
KBLM.JK,2019Q2,Electronic and Electrical Equipment,0.715595163,1,1301908358060,479496495620,742.6742095,19.77188682,1,0,1.29969E+12,4.75389E+11
KBLV.JK,2019Q2,Telecommunications Service Providers,-0.718400078,-2,6910234000000,4937487000000,-100.2630399,-82.66062495,0,0,7.29661E+12,4.79096E+12
KBRI.JK,2019Q2,Industrial Materials,-4.119607937,-15,1171234610860,867717166300,-63.22510171,-77.19175914,1,0,1.21022E+12,8.31643E+11
KDSI.JK,2019Q2,Household Goods and Home Construction,1.598368215,4,1414885425880,818239101650,55.38682862,-3.904970437,0,0,1.43268E+12,8.58119E+11
KIAS.JK,2019Q2,Construction and Materials,-2.478369913,-3,1619567374990,380229051330,-11.11720951,-12.94804421,0,0,1.67533E+12,3.86634E+11
KICI.JK,2019Q2,Household Goods and Home Construction,-0.586167748,-1,154135103310,62184082600,-218.1988684,24.55743451,0,0,1.56356E+11,59439145860
KIJA.JK,2019Q2,Real Estate Investment and Services Development,-0.20913284,0,11952676457400,6617233974070,336.7698588,-30.82372815,1,0,1.19505E+13,6.52359E+12
KINO.JK,2019Q2,"Personal Care, Drug and Grocery Stores",1.29126944,2,4603632865380,2125212473180,78.40762278,40.03480725,0,0,4.22359E+12,1.75944E+12
KIOS.JK,2019Q2,Software & Computer Services,0.193420752,0,263284989750,148915993280,24.78513666,0.637669551,1,0,2.5822E+11,1.40683E+11
KKGI.JK,2019Q2,"Oil, Gas and Coal",3.283882198,5,1731137682500,572417250600,-247.1393524,450.4703248,0,0,1.75862E+12,4.68336E+11
KLBF.JK,2019Q2,Pharmaceuticals and Biotechnology,3.552581494,4,18813050576860,4148160712670,5.880577641,8.340691039,0,0,1.91779E+13,3.959E+12
KMTR.JK,2019Q2,Automobiles and Parts,1.600153266,4,4742857467630,2949920647610,60.37146775,8.170388231,1,0,4.15196E+12,2.4299E+12
KOBX.JK,2019Q2,Industrial Transportation,-0.123950714,-1,1822337440000,1349105754750,7.202157087,-27.06401336,1,0,1.82033E+12,1.15195E+12
KOIN.JK,2019Q2,Retailers,-0.246464878,-2,741462849720,717436111090,-219.5407654,-11.94034613,1,0,8.22453E+11,7.52493E+11
KONI.JK,2019Q2,Leisure Goods,-1.12750051,-11,116627629220,109574231330,-63.2373723,-15.37096119,1,0,1.23043E+11,1.15851E+11
KOPI.JK,2019Q2,"Oil, Gas and Coal",3.087247613,6,164161337680,80403865870,-202.2121014,131.5403514,0,0,1.6627E+11,67630117400
KPIG.JK,2019Q2,Real Estate Investment and Services Development,1.458706092,2,24971024268650,4755916024180,-3.562842327,9.180413965,1,0,1.74394E+13,4.83759E+12
KRAH.JK,2019Q2,Industrial Engineering,-9.816841426,-40,645953214550,412574116840,-8.939034083,-54.00324747,1,0,5.87673E+11,4.10303E+11
KRAS.JK,2019Q2,Industrial Metals and Mining,-1.746539301,-4,60325459625000,36172656000000,186.2761655,-24.17333245,1,0,5.92472E+13,3.40393E+13
KREN.JK,2019Q2,Investment Banking and Brokerage Services,4.637437381,7,3525499595440,1871736334620,34.66504419,63.03569993,1,0,3.51535E+12,1.9818E+12
LEAD.JK,2019Q2,"Oil, Gas and Coal",-2.246079486,-7,2194362118650,1544195718000,24.42985512,-17.15499985,0,0,2.25208E+12,1.54245E+12
LINK.JK,2019Q2,Telecommunications Service Providers,4.294482333,6,6102227000000,1144314000000,-3.154133606,-2.5571396,0,0,6.15136E+12,1.27251E+12
LION.JK,2019Q2,Industrial Metals and Mining,0.377774612,1,678740749220,213662325610,-76.6758278,-4.816578991,1,0,6.91331E+11,2.21022E+11
LMAS.JK,2019Q2,Media,0.913342314,3,415835962760,348901016590,38.49715052,47.70064147,1,0,4.53985E+11,3.89326E+11
LMPI.JK,2019Q2,Household Goods and Home Construction,-1.365949658,-3,752747617460,465569770630,-207.4309206,6.881241125,0,0,7.8814E+11,4.56214E+11
LMSH.JK,2019Q2,Industrial Metals and Mining,-3.932148743,-5,148892030930,25862122110,-191.6547461,-30.38630116,1,0,1.57124E+11,27335071860
LPCK.JK,2019Q2,Real Estate Investment and Services Development,0.6032504,1,9898488000000,2003477000000,-98.02308786,-65.56281627,1,0,8.70341E+12,1.904E+12
LPIN.JK,2019Q2,Automobiles and Parts,2.613063876,3,302402815910,28935603820,-77.0619608,-21.79763596,1,0,3.01596E+11,35823295740
LPKR.JK,2019Q2,Real Estate Investment and Services Development,-2.974811414,-7,52897925000000,30389074000000,-1989.720637,-14.58760232,1,0,5.38322E+13,3.05281E+13
LPLI.JK,2019Q2,Software & Computer Services,-1.797524864,-2,1302124000000,285522000000,-12.10015528,4.010822855,1,0,1.31826E+12,2.92297E+11
LPPF.JK,2019Q2,Retailers,19.44525933,58,5220296000000,3484285000000,-39.14686896,1.747456474,1,0,5.26511E+12,3.22057E+12
LPPS.JK,2019Q2,Investment Banking and Brokerage Services,-1.337837909,-1,1187773490110,12633141010,-23.34232607,-98.78905625,1,0,1.22207E+12,12295918850
LRNA.JK,2019Q2,Industrial Transportation,1.835076385,2,315475615370,46690269080,-62.27689586,31.45300159,1,0,3.09389E+11,44014632460
LSIP.JK,2019Q2,Food Producers,0.374256673,0,10325202000000,1959544000000,-74.66999877,6.863456396,0,0,1.00373E+13,1.70907E+12
LTLS.JK,2019Q2,Chemicals,1.129132007,3,6192560000000,4305354000000,47.6573643,-3.394432297,0,0,6.38099E+12,4.36055E+12
MAIN.JK,2019Q2,Food Producers,1.205484718,3,4599675653000,2604632078000,-14.59856284,20.55021917,0,0,4.4565E+12,2.4668E+12
MAMI.JK,2019Q2,Travel and Leisure,-0.014547794,0,994892026750,310061904480,55.69441176,-16.93120082,1,0,9.4758E+11,2.99749E+11
MAPB.JK,2019Q2,Travel and Leisure,1.734399548,3,1943210000000,811162000000,20.33360456,21.5781451,1,0,1.85165E+12,7.53039E+11
MAPI.JK,2019Q2,Retailers,3.425523676,6,12781931000000,7015342000000,44.20979458,11.73509704,1,0,1.27905E+13,7.18996E+12
MARI.JK,2019Q2,Media,2.278593824,4,324612202270,125506971200,9.229524861,21.16354587,1,0,3.26419E+11,1.24046E+11
MASA.JK,2019Q2,Automobiles and Parts,-0.567887419,-1,7917964805000,3926383821750,59.04713204,-4.27416394,1,0,8.44987E+12,5.07422E+12
MBAP.JK,2019Q2,"Oil, Gas and Coal",5.857813518,8,2614713921250,694597298750,-13.71687106,17.9975301,0,0,2.54906E+12,6.94758E+11
MBSS.JK,2019Q2,Industrial Transportation,-0.319304228,0,3299145881250,992731696250,-44.79318472,5.924849433,1,0,3.38483E+12,1.04946E+12
MBTO.JK,2019Q2,Personal Goods,-2.829288928,-6,615222784520,331777804390,-24.46559523,-20.80596702,1,0,6.5943E+11,3.57953E+11
MCAS.JK,2019Q2,Software & Computer Services,1.988762318,2,1590635152340,891236508350,80.60042821,93.53458716,1,0,1.58601E+12,7.88254E+11
MDIA.JK,2019Q2,Media,0.182255243,0,5771774218000,3163466177000,-101.035413,-27.56283463,1,0,5.58643E+12,3.04676E+12
MDKA.JK,2019Q2,Industrial Metals and Mining,2.696624329,6,12561937952500,6961063328700,-7.983431708,129.5691584,1,0,1.22919E+13,6.36061E+12
MDKI.JK,2019Q2,Chemicals,0.714571246,1,931636000000,128581000000,5.747264639,-11.6534419,0,0,9.19544E+11,92807000000
MDLN.JK,2019Q2,Real Estate Investment and Services Development,2.054895319,5,15739881399430,8588977859750,108.2557117,53.02371682,1,0,1.52275E+13,8.39768E+12
MEDC.JK,2019Q2,"Oil, Gas and Coal",-0.06157832,0,88501986036250,54560402239200,14.08320885,7.76760991,0,0,7.23247E+13,5.79772E+13
MERK.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.517194201,-1,848785112000,723098704000,-41.69979521,-0.288517897,0,0,1.25293E+12,7.44833E+11
META.JK,2019Q2,Industrial Transportation,1.581061027,2,4280201725400,1791019556810,-25.08553351,-21.70743314,1,0,4.30569E+12,1.85354E+12
MFIN.JK,2019Q2,Finance and Credit Services,2.171824605,4,4160310000000,2054209000000,28.37514234,19.53928111,0,0,3.76427E+12,1.61172E+12
MFMI.JK,2019Q2,Industrial Support Services,3.231293795,4,278456689570,55312184550,14.33980191,-0.060114219,1,0,2.83976E+11,51446784470
MICE.JK,2019Q2,"Personal Care, Drug and Grocery Stores",0.455281053,1,1007267488460,338467383560,30.73519184,26.09153293,0,0,9.82006E+11,2.91133E+11
MIDI.JK,2019Q2,Retailers,1.167298633,5,5224658000000,4134673000000,12.68694019,7.077173552,1,0,5.24293E+12,3.87983E+12
MIKA.JK,2019Q2,Health Care Providers,3.536705129,4,5409751894550,1185677753940,20.72353085,16.19770919,0,0,5.41779E+12,1.24011E+12
MIRA.JK,2019Q2,Industrial Transportation,0.395430857,1,353818214400,111244377020,-5.711178963,6.410888356,1,0,3.5361E+11,98364774820
MKNT.JK,2019Q2,Telecommunications Equipment,-6.900291603,-30,746702661000,672607841120,-235.9445946,-27.73124088,0,0,8.03144E+11,6.63333E+11
MKPI.JK,2019Q2,Real Estate Investment and Services Development,1.482001058,2,6897398162870,1757457471860,-45.85072236,-5.924853429,1,0,7.15292E+12,1.76724E+12
MLBI.JK,2019Q2,Beverages,8.237617667,26,2804869000000,2281439000000,1.716659887,4.47527176,0,0,3.1723E+12,1.76564E+12
MLIA.JK,2019Q2,Construction and Materials,0.371831336,1,5246809678000,2926023476000,9.223162504,-38.77125843,0,0,5.34311E+12,3.04642E+12
MLPL.JK,2019Q2,Retailers,0.102075994,1,16511132000000,11989957000000,-106.0524432,-8.476203121,1,0,1.74734E+13,1.16378E+13
MLPT.JK,2019Q2,Software & Computer Services,1.35906342,4,2226049000000,1244200000000,17.37263207,36.54713377,1,0,2.10605E+12,1.21783E+12
MMLP.JK,2019Q2,Industrial Support Services,3.026930146,4,6091322807000,2317429594000,19.99407861,40.51338637,1,0,5.80514E+12,2.08554E+12
MNCN.JK,2019Q2,Media,3.778728105,6,17152089000000,6583776000000,20.7584302,13.34008566,1,0,1.64515E+13,6.27384E+12
MPMX.JK,2019Q2,Automobiles and Parts,1.432792199,2,9625391000000,2712635000000,-21.14214351,5.013032055,1,0,1.21408E+13,3.39502E+12
MPOW.JK,2019Q2,Electricity,1.433142158,3,305344764000,152796641000,-4.294738734,-6.615701561,1,0,3.08338E+11,1.59447E+11
MPPA.JK,2019Q2,Retailers,-2.287549229,-10,5044620000000,4008106000000,-51.63112184,-31.65377012,1,0,4.80855E+12,3.65933E+12
MRAT.JK,2019Q2,Personal Goods,-0.486782089,-1,511369224870,146055608690,-140.5157289,-23.7343714,1,0,5.11888E+11,1.43963E+11
MSKY.JK,2019Q2,Media,-0.792924738,-2,4606390000000,2622675000000,-877.6633234,-7.183644437,1,0,4.70244E+12,2.68182E+12
MTDL.JK,2019Q2,Technology Hardware & Equipment,1.82003994,4,5166211000000,3270528000000,6.599325378,20.50141963,0,0,5.05917E+12,3.16899E+12
MTFN.JK,2019Q2,Investment Banking and Brokerage Services,0.222433397,35,1090264478120,1087072319170,-740.6993311,-51.48704743,1,0,1.09355E+12,1.11984E+12
MTLA.JK,2019Q2,Real Estate Investment and Services Development,2.599541948,4,5224297459000,1793470933000,-33.868432,22.62840301,1,0,5.03518E+12,2.02808E+12
MTRA.JK,2019Q2,Construction and Materials,1.294166207,2,259232611190,128158890550,108.7680677,-25.76860548,0,0,2.61635E+11,1.28667E+11
MTSM.JK,2019Q2,"Personal Care, Drug and Grocery Stores",-3.320841424,-4,73111516160,12131250590,-221.9261372,3.370934729,0,0,74814390970,12410349900
MYOH.JK,2019Q2,"Oil, Gas and Coal",1.902020497,3,2009432528750,572748356700,30.13031022,0.670672068,0,0,2.32027E+12,5.37948E+11
MYOR.JK,2019Q2,Food Producers,2.015747449,4,17681962890880,8529512555930,43.88784422,11.90293558,0,0,1.73989E+13,8.58741E+12
NASA.JK,2019Q2,Real Estate Investment and Services Development,-0.217539848,0,1165251493700,81256770640,-4.681925816,-84.23308839,1,0,1.16821E+12,81797819640
NELY.JK,2019Q2,Industrial Transportation,2.321873097,3,511928847650,82189954610,-1.451333907,15.70193152,1,0,4.98144E+11,64816502900
NIKL.JK,2019Q2,Industrial Metals and Mining,0.131566303,0,1686183033750,1044526376250,-124.6168109,-15.86470113,1,0,1.96097E+12,1.31712E+12
NIPS.JK,2019Q2,Electronic and Electrical Equipment,2.237727227,5,1777956390000,811325733000,-197.4631789,15.56249306,1,0,1.53958E+12,8.61668E+11
NIRO.JK,2019Q2,Real Estate Investment and Services Development,-0.166720725,0,7901522277650,5845918634180,-221.7772067,5.977944272,1,0,7.88522E+12,5.50469E+12
NRCA.JK,2019Q2,Construction and Materials,1.872211859,4,2440107440270,1100735904200,-20.43475393,54.02621598,0,0,2.33832E+12,1.04647E+12
OASA.JK,2019Q2,Telecommunications Equipment,0.217678912,0,57572494180,8253560560,216.844871,5.506743232,0,0,52858212130,3659449860
OMRE.JK,2019Q2,Real Estate Investment and Services Development,-0.58923144,-1,4230978464570,432031887520,-10.00245851,12.54181108,1,0,4.2255E+12,4.25902E+11
PADI.JK,2019Q2,Investment Banking and Brokerage Services,1.699477181,2,545370655740,19951945020,8.857326088,557.8583721,1,0,5.27068E+11,19272423030
PALM.JK,2019Q2,Food Producers,-0.997190215,-1,1924609345000,380515067000,-353.8774377,-69.22521234,0,0,1.99254E+12,7.13095E+11
PANR.JK,2019Q2,Travel and Leisure,-0.308847201,-1,1856179987000,1161203764000,-12.95449544,2.812759005,1,0,1.8133E+12,1.64881E+12
PANS.JK,2019Q2,Investment Banking and Brokerage Services,1.101673304,2,2282113996050,941405211860,-415.7649664,99.65706763,1,0,2.38237E+12,9.96274E+11
PBRX.JK,2019Q2,Personal Goods,1.259325101,3,8987946691250,4951538983950,21.93271217,10.43152502,1,0,8.38259E+12,4.90251E+12
PBSA.JK,2019Q2,Construction and Materials,-0.057261251,0,701184353760,131672458570,126.4190319,3.448285229,0,0,6.8033E+11,1.21442E+11
PCAR.JK,2019Q2,Food Producers,-3.064785806,-4,112666861710,27071199510,-0.533335832,-63.50440554,0,0,1.17148E+11,26535935880
PDES.JK,2019Q2,Travel and Leisure,1.295815158,3,462899674420,249230775050,-86.56637671,-15.41710385,1,0,4.62602E+11,2.41464E+11
PEGE.JK,2019Q2,Investment Banking and Brokerage Services,9.144130583,11,710211795910,141358933100,620.3938049,356.9327727,1,0,6.55058E+11,1.25958E+11
PGAS.JK,2019Q2,"Gas, Water and Multi-utilities",-0.000675565,0,102313303545000,69180924616050,-5.607305103,-5.974655733,0,0,1.06886E+14,7.71181E+13
PGLI.JK,2019Q2,Travel and Leisure,-0.240104962,0,87225369670,24114978240,63.88812614,-7.726859815,1,0,89399202000,21067528250
PICO.JK,2019Q2,General Industrials,0.194006607,1,852932442590,546687579100,0.968509572,13.48176052,1,0,7.26067E+11,5.53371E+11
PJAA.JK,2019Q2,Travel and Leisure,1.46328099,3,4041805961570,2353206616480,-26.95143836,8.695685372,1,0,4.35598E+12,2.36873E+12
PKPK.JK,2019Q2,"Oil, Gas and Coal",0.183227204,0,128175677000,72315866000,-88.61971461,-41.11295328,0,0,1.27905E+11,72315757000
PLIN.JK,2019Q2,Travel and Leisure,1.663215905,3,5031131186000,4235005034000,93.52000233,3.17788155,1,0,1.51438E+13,4.06278E+12
PORT.JK,2019Q2,Industrial Transportation,-0.003598737,1,2238421842000,1132857630000,-25.05536975,28.09159828,1,0,2.09171E+12,1.12529E+12
POWR.JK,2019Q2,Electricity,2.106906666,4,18491737535000,9521978690250,9.196442191,2.547234597,1,0,1.90087E+13,9.6104E+12
PPRO.JK,2019Q2,Real Estate Investment and Services Development,0.62674002,2,17237767637880,11801512738690,-37.51326406,-17.42638655,1,0,1.7127E+13,1.18012E+13
PRAS.JK,2019Q2,Industrial Metals and Mining,0.295263016,1,1720351587500,925171449350,-42.67160928,-22.51731063,1,0,1.6325E+12,9.47414E+11
PRDA.JK,2019Q2,Medical Equipment and Services,1.743264045,2,1895462000000,356859000000,20.40366497,12.20230574,0,0,1.97441E+12,3.58289E+11
PSAB.JK,2019Q2,Travel and Leisure,0.094352972,0,13473533530000,8452793249550,32.37921364,30.52033984,1,0,1.30521E+13,8.56624E+12
PSKT.JK,2019Q2,Travel and Leisure,-1.092629813,-1,467804850090,55470977470,-63.78080152,-15.81781855,1,0,4.64994E+11,57349897110
PTBA.JK,2019Q2,"Oil, Gas and Coal",3.628397504,5,23412080000000,7536612000000,-30.45888352,10.50465165,0,0,2.48267E+13,8.15776E+12
PTIS.JK,2019Q2,General Industrials,0.083856273,0,530441210000,297773503750,-27.84252074,1.898581099,1,0,5.37259E+11,3.03229E+11
