Firm,Period,ROA_in_percent,Treated,After_YoY,ICB Sector
BPII.JK,2019Q2,3.045380754,1,0,Industrial Support Services
BPTR.JK,2019Q2,0.549468894,1,0,Industrial Transportation
BRAM.JK,2019Q2,1.133363879,0,0,Chemicals
BRIS.JK,2019Q2,0.014581904,0,0,Banks
BRMS.JK,2019Q2,0.125607989,1,0,Industrial Metals and Mining
BRNA.JK,2019Q2,-1.583855028,0,0,General Industrials
BRPT.JK,2019Q2,0.452365564,0,0,Construction and Materials
BSDE.JK,2019Q2,2.905582431,0,0,Real Estate Investment and Services Development
BSIM.JK,2019Q2,-0.29119,0,0,Banks
BSSR.JK,2019Q2,3.921492205,0,0,"Oil, Gas and Coal"
BSWD.JK,2019Q2,0.036240726,0,0,Banks
BTEK.JK,2019Q2,-0.002183173,0,0,Food Producers
BTEL.JK,2019Q2,5.874506434,0,0,Telecommunications Service Providers
BTON.JK,2019Q2,0.050152522,1,0,Industrial Metals and Mining
BTPN.JK,2019Q2,0.43503194,0,0,Banks
BTPS.JK,2019Q2,2.42722509,0,0,Banks
BUDI.JK,2019Q2,0.403724275,0,0,Food Producers
BUKK.JK,2019Q2,1.537555844,0,0,Construction and Materials
BULL.JK,2019Q2,1.542444368,1,0,Industrial Transportation
BUMI.JK,2019Q2,0.969772776,0,0,"Oil, Gas and Coal"
BUVA.JK,2019Q2,-0.782736015,0,0,Real Estate Investment and Services Development
BVIC.JK,2019Q2,0.036559475,0,0,Banks
BWPT.JK,2019Q2,-1.492579635,0,0,Food Producers
BYAN.JK,2019Q2,7.698277481,0,0,"Oil, Gas and Coal"
CAKK.JK,2019Q2,0.432807388,0,0,Construction and Materials
CAMP.JK,2019Q2,1.319595488,0,0,Food Producers
CANI.JK,2019Q2,-0.854612743,1,0,Industrial Transportation
CARE.JK,2019Q2,0,0,0,Health Care Providers
CARS.JK,2019Q2,0.407317983,1,0,Retailers
CASA.JK,2019Q2,0.367876744,0,0,Investment Banking and Brokerage Services
CASH.JK,2019Q2,0,1,0,Industrial Support Services
CASS.JK,2019Q2,-2.758065842,1,0,Industrial Transportation
CBMF.JK,2019Q2,0,0,0,Household Goods and Home Construction
CCSI.JK,2019Q2,0,1,0,Electronic and Electrical Equipment
CEKA.JK,2019Q2,2.64584734,0,0,Food Producers
CENT.JK,2019Q2,0.062973806,0,0,Telecommunications Service Providers
CFIN.JK,2019Q2,0.689538179,0,0,Finance and Credit Services
CINT.JK,2019Q2,-0.54591158,0,0,Household Goods and Home Construction
CITA.JK,2019Q2,6.517878323,1,0,Industrial Metals and Mining
CITY.JK,2019Q2,-0.030416641,0,0,Real Estate Investment and Services Development
CLAY.JK,2019Q2,0,1,0,Travel and Leisure
CLEO.JK,2019Q2,3.838508627,0,0,Beverages
CLPI.JK,2019Q2,0.633669899,0,0,Chemicals
CMNP.JK,2019Q2,1.053539807,1,0,Industrial Transportation
CMPP.JK,2019Q2,-3.060352251,1,0,Travel and Leisure
CNKO.JK,2019Q2,0.159910825,0,0,"Oil, Gas and Coal"
CNTB.JK,2019Q2,-0.643657548,1,0,Personal Goods
COCO.JK,2019Q2,1.121535766,0,0,Food Producers
COWL.JK,2019Q2,-1.267206769,0,0,Real Estate Investment and Services Development
CPIN.JK,2019Q2,3.202589388,0,0,Food Producers
CPRI.JK,2019Q2,-1.558672685,0,0,Construction and Materials
CPRO.JK,2019Q2,-0.346949279,0,0,Food Producers
CSAP.JK,2019Q2,-0.011483947,1,0,Retailers
CSIS.JK,2019Q2,-1.081366504,0,0,Household Goods and Home Construction
CSMI.JK,2019Q2,0,1,0,Travel and Leisure
CSRA.JK,2019Q2,0,0,0,Food Producers
CTBN.JK,2019Q2,0.605628138,1,0,Industrial Metals and Mining
CTRA.JK,2019Q2,0.065420669,0,0,Real Estate Investment and Services Development
CTTH.JK,2019Q2,-0.761952156,0,0,Construction and Materials
DADA.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
DART.JK,2019Q2,0.052062003,0,0,Real Estate Investment and Services Development
DAYA.JK,2019Q2,0.678831269,1,0,Retailers
DEAL.JK,2019Q2,0,1,0,Industrial Support Services
DEFI.JK,2019Q2,-0.026961428,0,0,Investment Banking and Brokerage Services
DEWA.JK,2019Q2,0.064523268,1,0,Industrial Metals and Mining
DFAM.JK,2019Q2,1.15378197,0,0,Real Estate Investment and Services Development
DGIK.JK,2019Q2,-0.6666585,0,0,Construction and Materials
DIGI.JK,2019Q2,0.02684871,1,0,Media
DILD.JK,2019Q2,-0.183575757,0,0,Real Estate Investment and Services Development
DIVA.JK,2019Q2,2.347394718,1,0,Software & Computer Services
DKFT.JK,2019Q2,-0.030218742,1,0,Industrial Metals and Mining
DLTA.JK,2019Q2,3.46242245,0,0,Beverages
DMAS.JK,2019Q2,7.889014003,0,0,Real Estate Investment and Services Development
DMMX.JK,2019Q2,0,1,0,Software & Computer Services
DMND.JK,2019Q2,0,0,0,Food Producers
DNAR.JK,2019Q2,0.068784868,0,0,Banks
DNET.JK,2019Q2,1.02801115,1,0,Software & Computer Services
DOID.JK,2019Q2,0.227038839,0,0,"Oil, Gas and Coal"
DPNS.JK,2019Q2,-0.079639184,0,0,Chemicals
DPUM.JK,2019Q2,-1.292366065,0,0,Food Producers
DSFI.JK,2019Q2,0.857481994,0,0,Food Producers
DSNG.JK,2019Q2,0.0198857,0,0,Construction and Materials
DSSA.JK,2019Q2,0.236385259,1,0,Electricity
DUCK.JK,2019Q2,0,1,0,Travel and Leisure
DUTI.JK,2019Q2,2.070969739,0,0,Real Estate Investment and Services Development
DVLA.JK,2019Q2,1.67664971,0,0,Pharmaceuticals and Biotechnology
DWGL.JK,2019Q2,-6.41662035,0,0,"Oil, Gas and Coal"
DYAN.JK,2019Q2,1.362920531,1,0,Industrial Support Services
EAST.JK,2019Q2,0,1,0,Travel and Leisure
ECII.JK,2019Q2,0.380696331,1,0,Retailers
EKAD.JK,2019Q2,1.294645358,0,0,Chemicals
ELSA.JK,2019Q2,1.319817412,0,0,"Oil, Gas and Coal"
ELTY.JK,2019Q2,-2.564782748,0,0,Real Estate Investment and Services Development
EMDE.JK,2019Q2,0.845132686,0,0,Real Estate Investment and Services Development
EMTK.JK,2019Q2,-5.564095142,0,0,Telecommunications Equipment
ENRG.JK,2019Q2,2.422252495,0,0,"Oil, Gas and Coal"
ENVY.JK,2019Q2,0,1,0,Software & Computer Services
ENZO.JK,2019Q2,0,0,0,Food Producers
EPAC.JK,2019Q2,0,0,0,General Industrials
EPMT.JK,2019Q2,2.183974358,0,0,Pharmaceuticals and Biotechnology
ERAA.JK,2019Q2,0.579315559,1,0,Retailers
ERTX.JK,2019Q2,0.576722413,1,0,Personal Goods
ESIP.JK,2019Q2,0,0,0,General Industrials
ESSA.JK,2019Q2,-0.208465469,0,0,"Oil, Gas and Coal"
ESTA.JK,2019Q2,0,1,0,Travel and Leisure
ESTI.JK,2019Q2,0.32030324,1,0,Industrial Materials
ETWA.JK,2019Q2,-1.355450089,0,0,Chemicals
EXCL.JK,2019Q2,0.389150114,0,0,Telecommunications Service Providers
FAST.JK,2019Q2,3.353675404,1,0,Travel and Leisure
FASW.JK,2019Q2,2.034526923,1,0,Industrial Materials
FILM.JK,2019Q2,0.36541061,1,0,Media
FIRE.JK,2019Q2,1.456623068,1,0,Retailers
FISH.JK,2019Q2,0.904393799,0,0,Food Producers
FITT.JK,2019Q2,0,1,0,Travel and Leisure
FMII.JK,2019Q2,-0.529530775,1,0,Personal Goods
FOOD.JK,2019Q2,0.287371212,0,0,Food Producers
FORU.JK,2019Q2,3.604967848,1,0,Media
FORZ.JK,2019Q2,0.019861085,0,0,Real Estate Investment and Services Development
FPNI.JK,2019Q2,0.233897085,0,0,General Industrials
FREN.JK,2019Q2,-2.548542973,0,0,Telecommunications Service Providers
FUJI.JK,2019Q2,0,0,0,Investment Banking and Brokerage Services
GAMA.JK,2019Q2,0.013410646,0,0,Real Estate Investment and Services Development
GDST.JK,2019Q2,0.148979794,1,0,Industrial Metals and Mining
GDYR.JK,2019Q2,-0.821454808,1,0,Automobiles and Parts
GEMA.JK,2019Q2,0.118175233,0,0,Household Goods and Home Construction
GEMS.JK,2019Q2,2.060225357,0,0,"Oil, Gas and Coal"
GGRM.JK,2019Q2,2.909721231,1,0,Tobacco
GGRP.JK,2019Q2,0,1,0,Industrial Metals and Mining
GHON.JK,2019Q2,2.910669814,0,0,Telecommunications Service Providers
GIAA.JK,2019Q2,-2.871046319,1,0,Travel and Leisure
GJTL.JK,2019Q2,-0.026458512,1,0,Automobiles and Parts
GLOB.JK,2019Q2,-52.75955078,1,0,Retailers
GLVA.JK,2019Q2,0,1,0,Software & Computer Services
GMFI.JK,2019Q2,-2.189797402,1,0,Industrial Transportation
GMTD.JK,2019Q2,0.96104051,0,0,Real Estate Investment and Services Development
GOLD.JK,2019Q2,0.820523139,1,0,Retailers
GOLL.JK,2019Q2,-0.658255838,0,0,Food Producers
GOOD.JK,2019Q2,2.066444828,0,0,Food Producers
GPRA.JK,2019Q2,0.403128435,0,0,Real Estate Investment and Services Development
GSMF.JK,2019Q2,0.327799546,0,0,Investment Banking and Brokerage Services
GTBO.JK,2019Q2,-5.473319133,0,0,"Oil, Gas and Coal"
GWSA.JK,2019Q2,0.325246844,0,0,Real Estate Investment and Services Development
GZCO.JK,2019Q2,-4.062853799,0,0,Food Producers
HADE.JK,2019Q2,-0.452576024,0,0,Investment Banking and Brokerage Services
HDFA.JK,2019Q2,-4.017262322,0,0,Finance and Credit Services
HDIT.JK,2019Q2,0,1,0,Industrial Support Services
HDTX.JK,2019Q2,10.35462115,1,0,Industrial Materials
HEAL.JK,2019Q2,1.753255866,0,0,Health Care Providers
HELI.JK,2019Q2,1.083743197,1,0,Travel and Leisure
HERO.JK,2019Q2,0.185710171,1,0,Retailers
HEXA.JK,2019Q2,2.632902394,1,0,Industrial Engineering
HITS.JK,2019Q2,2.296539405,1,0,Industrial Transportation
HKMU.JK,2019Q2,2.271882381,0,0,Construction and Materials
HMSP.JK,2019Q2,6.98967116,1,0,Tobacco
HOKI.JK,2019Q2,3.789108806,0,0,Food Producers
HOME.JK,2019Q2,-2.902372972,1,0,Travel and Leisure
HOMI.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
HOTL.JK,2019Q2,0.02641413,1,0,Travel and Leisure
HRME.JK,2019Q2,0,1,0,Travel and Leisure
HRTA.JK,2019Q2,2.668012868,1,0,Personal Goods
HRUM.JK,2019Q2,1.637570718,0,0,"Oil, Gas and Coal"
IATA.JK,2019Q2,-0.909296217,1,0,Travel and Leisure
IBFN.JK,2019Q2,-0.868238455,0,0,Finance and Credit Services
IBST.JK,2019Q2,0.321838047,0,0,Telecommunications Service Providers
ICBP.JK,2019Q2,3.549090006,0,0,Food Producers
ICON.JK,2019Q2,0.816825645,0,0,Real Estate Investment and Services Development
IDPR.JK,2019Q2,-0.131759707,0,0,Construction and Materials
IFII.JK,2019Q2,0,0,0,Construction and Materials
IFSH.JK,2019Q2,0,1,0,Industrial Metals and Mining
IGAR.JK,2019Q2,2.23650432,0,0,General Industrials
IIKP.JK,2019Q2,-1.146584544,0,0,Food Producers
IKAI.JK,2019Q2,-1.528716581,0,0,Construction and Materials
IKAN.JK,2019Q2,0,0,0,Food Producers
IKBI.JK,2019Q2,1.007525156,1,0,Electronic and Electrical Equipment
IMAS.JK,2019Q2,-0.457006362,1,0,Automobiles and Parts
IMJS.JK,2019Q2,0.28030783,1,0,Consumer Services
IMPC.JK,2019Q2,0.088707696,0,0,General Industrials
INAF.JK,2019Q2,-0.184450718,0,0,Pharmaceuticals and Biotechnology
INAI.JK,2019Q2,0.931677813,1,0,Industrial Metals and Mining
INCF.JK,2019Q2,0.300082875,0,0,Chemicals
INCI.JK,2019Q2,0.57052423,0,0,Chemicals
INCO.JK,2019Q2,-0.283173711,1,0,Precious Metals and Mining
INDF.JK,2019Q2,1.331966957,0,0,Food Producers
INDO.JK,2019Q2,0,1,0,Consumer Services
INDR.JK,2019Q2,0.314093674,1,0,Personal Goods
INDS.JK,2019Q2,0.030540981,1,0,Automobiles and Parts
INDX.JK,2019Q2,0,1,0,Software & Computer Services
INDY.JK,2019Q2,0.151420674,0,0,"Oil, Gas and Coal"
INKP.JK,2019Q2,0.836367204,1,0,Industrial Materials
INOV.JK,2019Q2,0,0,0,Chemicals
INPC.JK,2019Q2,0.046945765,0,0,Banks
INPP.JK,2019Q2,24.03172805,0,0,Real Estate Investment and Services Development
INPS.JK,2019Q2,-0.798276055,1,0,Industrial Transportation
INRU.JK,2019Q2,-0.095450937,1,0,Industrial Materials
INTD.JK,2019Q2,0.839682554,1,0,Leisure Goods
INTP.JK,2019Q2,0.910484653,0,0,Construction and Materials
IPCC.JK,2019Q2,3.291687195,1,0,Industrial Transportation
IPCM.JK,2019Q2,2.202523353,1,0,Industrial Transportation
IPOL.JK,2019Q2,0.397373356,0,0,General Industrials
IPTV.JK,2019Q2,0,1,0,Media
IRRA.JK,2019Q2,0,0,0,Medical Equipment and Services
ISAT.JK,2019Q2,-0.073142201,0,0,Telecommunications Service Providers
ISSP.JK,2019Q2,0.467313803,1,0,Industrial Metals and Mining
ITIC.JK,2019Q2,0,1,0,Tobacco
ITMA.JK,2019Q2,2.970949399,0,0,"Oil, Gas and Coal"
ITMG.JK,2019Q2,2.146462432,0,0,"Oil, Gas and Coal"
JAST.JK,2019Q2,0,0,0,Telecommunications Service Providers
JAWA.JK,2019Q2,-1.906303637,0,0,Food Producers
JAYA.JK,2019Q2,2.444885101,1,0,Industrial Transportation
JECC.JK,2019Q2,1.393481229,0,0,Technology Hardware & Equipment
JGLE.JK,2019Q2,-0.396018339,1,0,Travel and Leisure
JIHD.JK,2019Q2,0.294030534,0,0,Real Estate Investment and Services Development
JKON.JK,2019Q2,0.060681872,0,0,Construction and Materials
JKSW.JK,2019Q2,-0.458817125,1,0,Industrial Metals and Mining
JMAS.JK,2019Q2,1.01153856,0,0,Life Insurance
JPFA.JK,2019Q2,2.446431817,0,0,Food Producers
JRPT.JK,2019Q2,2.30989188,0,0,Real Estate Investment and Services Development
JSKY.JK,2019Q2,1.472356503,0,0,Alternative Energy
JSMR.JK,2019Q2,0.519558885,1,0,Industrial Transportation
JSPT.JK,2019Q2,0.12136732,1,0,Travel and Leisure
JTPE.JK,2019Q2,2.699960624,1,0,Industrial Support Services
KAEF.JK,2019Q2,0.331228564,0,0,Pharmaceuticals and Biotechnology
KARW.JK,2019Q2,-0.065029225,1,0,Personal Goods
KAYU.JK,2019Q2,0,0,0,Construction and Materials
KBAG.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
KBLI.JK,2019Q2,1.886946364,1,0,Electronic and Electrical Equipment
KBLM.JK,2019Q2,0.715595163,1,0,Electronic and Electrical Equipment
KBLV.JK,2019Q2,-0.718400078,0,0,Telecommunications Service Providers
KBRI.JK,2019Q2,-4.119607937,1,0,Industrial Materials
KDSI.JK,2019Q2,1.598368215,0,0,Household Goods and Home Construction
KEEN.JK,2019Q2,0,1,0,Electricity
KEJU.JK,2019Q2,0,0,0,Food Producers
KIAS.JK,2019Q2,-2.478369913,0,0,Construction and Materials
KICI.JK,2019Q2,-0.586167748,0,0,Household Goods and Home Construction
KIJA.JK,2019Q2,-0.20913284,0,0,Real Estate Investment and Services Development
KINO.JK,2019Q2,1.29126944,0,0,"Personal Care, Drug and Grocery Stores"
KIOS.JK,2019Q2,0.193420752,1,0,Software & Computer Services
KJEN.JK,2019Q2,0,1,0,Industrial Transportation
KKGI.JK,2019Q2,3.283882198,0,0,"Oil, Gas and Coal"
KLBF.JK,2019Q2,3.552581494,0,0,Pharmaceuticals and Biotechnology
KMDS.JK,2019Q2,0,0,0,Beverages
KMTR.JK,2019Q2,1.600153266,1,0,Automobiles and Parts
KOBX.JK,2019Q2,-0.123950714,1,0,Industrial Transportation
KOIN.JK,2019Q2,-0.246464878,1,0,Retailers
KONI.JK,2019Q2,-1.12750051,1,0,Leisure Goods
KOPI.JK,2019Q2,3.087247613,0,0,"Oil, Gas and Coal"
KOTA.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
KPAL.JK,2019Q2,1.321053254,1,0,Industrial Transportation
KPAS.JK,2019Q2,0.079180333,0,0,Medical Equipment and Services
KPIG.JK,2019Q2,1.458706092,0,0,Real Estate Investment and Services Development
KRAH.JK,2019Q2,-9.816841426,1,0,Industrial Engineering
KRAS.JK,2019Q2,-1.746539301,1,0,Industrial Metals and Mining
KREN.JK,2019Q2,4.637437381,0,0,Investment Banking and Brokerage Services
LAND.JK,2019Q2,0.696011981,0,0,Real Estate Investment and Services Development
LAPD.JK,2019Q2,-0.821215543,0,0,General Industrials
LCGP.JK,2019Q2,-0.090357898,0,0,Real Estate Investment and Services Development
LCKM.JK,2019Q2,1.290104814,0,0,Construction and Materials
LEAD.JK,2019Q2,-2.246079486,0,0,"Oil, Gas and Coal"
LIFE.JK,2019Q2,0,0,0,Life Insurance
LINK.JK,2019Q2,4.294482333,0,0,Telecommunications Service Providers
LION.JK,2019Q2,0.377774612,1,0,Industrial Metals and Mining
LMAS.JK,2019Q2,0.913342314,1,0,Media
LMPI.JK,2019Q2,-1.365949658,0,0,Household Goods and Home Construction
LMSH.JK,2019Q2,-3.932148743,1,0,Industrial Metals and Mining
LPCK.JK,2019Q2,0.6032504,0,0,Real Estate Investment and Services Development
LPGI.JK,2019Q2,0.337480895,1,0,Non-life Insurance
LPIN.JK,2019Q2,2.613063876,1,0,Automobiles and Parts
LPKR.JK,2019Q2,-2.974811414,0,0,Real Estate Investment and Services Development
LPLI.JK,2019Q2,-1.797524864,1,0,Software & Computer Services
LPPF.JK,2019Q2,19.44525933,1,0,Retailers
LPPS.JK,2019Q2,-1.337837909,0,0,Investment Banking and Brokerage Services
LRNA.JK,2019Q2,1.835076385,1,0,Industrial Transportation
LSIP.JK,2019Q2,0.374256673,0,0,Food Producers
LTLS.JK,2019Q2,1.129132007,0,0,Chemicals
LUCK.JK,2019Q2,0.52118217,1,0,Software & Computer Services
MABA.JK,2019Q2,-3.01838393,1,0,Travel and Leisure
MAGP.JK,2019Q2,-4.650233717,0,0,Food Producers
MAIN.JK,2019Q2,1.205484718,0,0,Food Producers
MAMI.JK,2019Q2,-0.014547794,1,0,Travel and Leisure
MAPA.JK,2019Q2,5.892484449,1,0,Retailers
MAPB.JK,2019Q2,1.734399548,1,0,Travel and Leisure
MAPI.JK,2019Q2,3.425523676,1,0,Retailers
MARI.JK,2019Q2,2.278593824,1,0,Media
MARK.JK,2019Q2,5.591488847,0,0,Medical Equipment and Services
MASA.JK,2019Q2,-0.567887419,1,0,Automobiles and Parts
MAYA.JK,2019Q2,0.172467649,0,0,Banks
MBAP.JK,2019Q2,5.857813518,0,0,"Oil, Gas and Coal"
MBSS.JK,2019Q2,-0.319304228,1,0,Industrial Transportation
MBTO.JK,2019Q2,-2.829288928,1,0,Personal Goods
MCAS.JK,2019Q2,1.988762318,1,0,Software & Computer Services
MCOR.JK,2019Q2,0.052459033,0,0,Banks
MDIA.JK,2019Q2,0.182255243,1,0,Media
MDKA.JK,2019Q2,2.696624329,1,0,Industrial Metals and Mining
MDKI.JK,2019Q2,0.714571246,0,0,Chemicals
MDLN.JK,2019Q2,2.054895319,0,0,Real Estate Investment and Services Development
MDRN.JK,2019Q2,-4.746175733,1,0,Leisure Goods
MEDC.JK,2019Q2,-0.06157832,0,0,"Oil, Gas and Coal"
MEGA.JK,2019Q2,0.484637947,0,0,Banks
MERK.JK,2019Q2,-0.517194201,0,0,Pharmaceuticals and Biotechnology
META.JK,2019Q2,1.581061027,1,0,Industrial Transportation
MFIN.JK,2019Q2,2.171824605,0,0,Finance and Credit Services
MFMI.JK,2019Q2,3.231293795,1,0,Industrial Support Services
MGNA.JK,2019Q2,-5.913023246,0,0,Finance and Credit Services
MGRO.JK,2019Q2,-0.673834099,0,0,Food Producers
MICE.JK,2019Q2,0.455281053,0,0,"Personal Care, Drug and Grocery Stores"
MIDI.JK,2019Q2,1.167298633,1,0,Retailers
MIKA.JK,2019Q2,3.536705129,0,0,Health Care Providers
MINA.JK,2019Q2,1.259462786,0,0,Real Estate Investment and Services Development
MIRA.JK,2019Q2,0.395430857,1,0,Industrial Transportation
MITI.JK,2019Q2,-0.985499509,1,0,Industrial Metals and Mining
MKNT.JK,2019Q2,-6.900291603,0,0,Telecommunications Equipment
MKPI.JK,2019Q2,1.482001058,0,0,Real Estate Investment and Services Development
MLBI.JK,2019Q2,8.237617667,0,0,Beverages
MLIA.JK,2019Q2,0.371831336,0,0,Construction and Materials
MLPL.JK,2019Q2,0.102075994,1,0,Retailers
MLPT.JK,2019Q2,1.35906342,1,0,Software & Computer Services
MMLP.JK,2019Q2,3.026930146,1,0,Industrial Support Services
MNCN.JK,2019Q2,3.778728105,1,0,Media
MOLI.JK,2019Q2,0.499077667,0,0,Chemicals
MPMX.JK,2019Q2,1.432792199,1,0,Automobiles and Parts
MPOW.JK,2019Q2,1.433142158,1,0,Electricity
MPPA.JK,2019Q2,-2.287549229,1,0,Retailers
MPRO.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
MRAT.JK,2019Q2,-0.486782089,1,0,Personal Goods
MREI.JK,2019Q2,1.573262928,1,0,Non-life Insurance
MSIN.JK,2019Q2,3.907860119,1,0,Media
MSKY.JK,2019Q2,-0.792924738,1,0,Media
MTDL.JK,2019Q2,1.82003994,0,0,Technology Hardware & Equipment
MTFN.JK,2019Q2,0.222433397,0,0,Investment Banking and Brokerage Services
MTLA.JK,2019Q2,2.599541948,0,0,Real Estate Investment and Services Development
MTPS.JK,2019Q2,0,0,0,Construction and Materials
MTRA.JK,2019Q2,1.294166207,0,0,Construction and Materials
MTSM.JK,2019Q2,-3.320841424,0,0,"Personal Care, Drug and Grocery Stores"
MTWI.JK,2019Q2,-0.193546613,1,0,Non-life Insurance
MYOH.JK,2019Q2,1.902020497,0,0,"Oil, Gas and Coal"
MYOR.JK,2019Q2,2.015747449,0,0,Food Producers
MYRX.JK,2019Q2,-1.227832598,1,0,Personal Goods
MYTX.JK,2019Q2,-2.082726831,1,0,Personal Goods
NASA.JK,2019Q2,-0.217539848,0,0,Real Estate Investment and Services Development
NATO.JK,2019Q2,0.263937085,1,0,Travel and Leisure
NELY.JK,2019Q2,2.321873097,1,0,Industrial Transportation
NFCX.JK,2019Q2,2.887069405,1,0,Software & Computer Services
NICK.JK,2019Q2,0.778853064,0,0,Real Estate Investment and Services Development
NIKL.JK,2019Q2,0.131566303,1,0,Industrial Metals and Mining
NIPS.JK,2019Q2,2.237727227,1,0,Electronic and Electrical Equipment
NIRO.JK,2019Q2,-0.166720725,0,0,Real Estate Investment and Services Development
NISP.JK,2019Q2,0.433513661,0,0,Banks
NOBU.JK,2019Q2,0.089689019,0,0,Banks
NRCA.JK,2019Q2,1.872211859,0,0,Construction and Materials
NUSA.JK,2019Q2,0,1,0,Travel and Leisure
NZIA.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
OASA.JK,2019Q2,0.217678912,0,0,Telecommunications Equipment
OCAP.JK,2019Q2,-3.229145514,0,0,Investment Banking and Brokerage Services
OKAS.JK,2019Q2,-0.32027514,1,0,Electronic and Electrical Equipment
OMRE.JK,2019Q2,-0.58923144,0,0,Real Estate Investment and Services Development
OPMS.JK,2019Q2,0,1,0,Industrial Metals and Mining
PADI.JK,2019Q2,1.699477181,0,0,Investment Banking and Brokerage Services
PALM.JK,2019Q2,-0.997190215,0,0,Food Producers
PAMG.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
PANI.JK,2019Q2,0.098147921,0,0,General Industrials
PANR.JK,2019Q2,-0.308847201,1,0,Travel and Leisure
PANS.JK,2019Q2,1.101673304,0,0,Investment Banking and Brokerage Services
PBID.JK,2019Q2,1.906223818,0,0,General Industrials
PBRX.JK,2019Q2,1.259325101,1,0,Personal Goods
PBSA.JK,2019Q2,-0.057261251,0,0,Construction and Materials
PCAR.JK,2019Q2,-3.064785806,0,0,Food Producers
PDES.JK,2019Q2,1.295815158,1,0,Travel and Leisure
PEGE.JK,2019Q2,9.144130583,0,0,Investment Banking and Brokerage Services
PEHA.JK,2019Q2,2.231725058,0,0,Pharmaceuticals and Biotechnology
PGAS.JK,2019Q2,-0.000675565,0,0,"Gas, Water and Multi-utilities"
PGJO.JK,2019Q2,0,1,0,Software & Computer Services
PGLI.JK,2019Q2,-0.240104962,1,0,Travel and Leisure
PGUN.JK,2019Q2,0,0,0,Food Producers
PICO.JK,2019Q2,0.194006607,0,0,General Industrials
PJAA.JK,2019Q2,1.46328099,1,0,Travel and Leisure
PKPK.JK,2019Q2,0.183227204,0,0,"Oil, Gas and Coal"
PLAN.JK,2019Q2,0,1,0,Travel and Leisure
PLAS.JK,2019Q2,-19.48505587,0,0,Investment Banking and Brokerage Services
PLIN.JK,2019Q2,1.663215905,1,0,Travel and Leisure
PMJS.JK,2019Q2,0,1,0,Retailers
PMMP.JK,2019Q2,0,0,0,Food Producers
PNBN.JK,2019Q2,0.392128269,0,0,Banks
PNBS.JK,2019Q2,-0.000533971,0,0,Banks
PNGO.JK,2019Q2,0,0,0,Food Producers
PNIN.JK,2019Q2,1.573942984,1,0,Non-life Insurance
PNLF.JK,2019Q2,1.814932276,0,0,Life Insurance
PNSE.JK,2019Q2,0,1,0,Travel and Leisure
POLA.JK,2019Q2,-3.306286181,0,0,Finance and Credit Services
POLI.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
POLL.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
POLU.JK,2019Q2,0,1,0,Personal Goods
POLY.JK,2019Q2,-1.109481968,0,0,Chemicals
POOL.JK,2019Q2,0,0,0,Investment Banking and Brokerage Services
PORT.JK,2019Q2,-0.003598737,1,0,Industrial Transportation
POSA.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
POWR.JK,2019Q2,2.106906666,1,0,Electricity
PPGL.JK,2019Q2,0,1,0,Industrial Transportation
PPRE.JK,2019Q2,1.311076268,0,0,Construction and Materials
PPRO.JK,2019Q2,0.62674002,0,0,Real Estate Investment and Services Development
PRAS.JK,2019Q2,0.295263016,1,0,Industrial Metals and Mining
PRDA.JK,2019Q2,1.743264045,0,0,Medical Equipment and Services
PRIM.JK,2019Q2,-0.024090964,0,0,Health Care Providers
PSAB.JK,2019Q2,0.094352972,1,0,Travel and Leisure
PSDN.JK,2019Q2,-0.538309646,0,0,Food Producers
PSGO.JK,2019Q2,0,0,0,Food Producers
PSKT.JK,2019Q2,-1.092629813,1,0,Travel and Leisure
PSSI.JK,2019Q2,1.657443352,1,0,Industrial Transportation
PTBA.JK,2019Q2,3.628397504,0,0,"Oil, Gas and Coal"
PTDU.JK,2019Q2,0,0,0,Construction and Materials
PTIS.JK,2019Q2,0.083856273,0,0,General Industrials
PTPP.JK,2019Q2,0.462928655,0,0,Construction and Materials
PTPW.JK,2019Q2,0,0,0,Construction and Materials
PTRO.JK,2019Q2,0.84224475,0,0,"Oil, Gas and Coal"
PTSN.JK,2019Q2,0.43414239,1,0,Electronic and Electrical Equipment
PTSP.JK,2019Q2,4.081152694,1,0,Travel and Leisure
PUDP.JK,2019Q2,0.165331498,1,0,Travel and Leisure
PURA.JK,2019Q2,0,1,0,Industrial Transportation
PURE.JK,2019Q2,0,1,0,Industrial Metals and Mining
PURI.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
PWON.JK,2019Q2,3.036200737,0,0,Real Estate Investment and Services Development
PYFA.JK,2019Q2,-0.0642896,0,0,Pharmaceuticals and Biotechnology
PZZA.JK,2019Q2,3.014715504,1,0,Travel and Leisure
RAJA.JK,2019Q2,0.772039486,0,0,"Gas, Water and Multi-utilities"
RALS.JK,2019Q2,8.897746573,1,0,Retailers
